Interaction_ID,Loan_ID,Agent_ID,Interaction_Date,Call_Status,Amount_Recovered
INT_00908,LN_293,AG_08,6/11/2025,Switch Off,0
INT_00909,LN_198,AG_02,6/11/2025,Busy,0
INT_00910,LN_363,AG_04,6/11/2025,Answered,23015.88
INT_00911,LN_39,AG_02,6/11/2025,Answered,0
INT_00912,LN_352,AG_04,6/11/2025,Answered,0
INT_00913,LN_106,AG_05,6/12/2025,Answered,10125.4
INT_00914,LN_459,AG_05,6/12/2025,Switch Off,0
INT_00915,LN_478,AG_03,6/12/2025,Busy,0
INT_00916,LN_372,AG_01,6/12/2025,Answered,7866.81
INT_00917,LN_430,AG_06,6/13/2025,Promise to Pay,15471.7
INT_00918,LN_333,AG_01,6/13/2025,Answered,0
INT_00919,LN_277,AG_04,6/13/2025,Answered,11768.87
INT_00920,LN_59,AG_10,6/13/2025,Answered,22620.87
INT_00921,LN_157,AG_09,6/13/2025,Answered,14483.1
INT_00922,LN_17,AG_02,6/13/2025,Answered,0
INT_00923,LN_42,AG_04,6/13/2025,Answered,18059.54
INT_00924,LN_128,AG_02,6/13/2025,Answered,0
INT_00925,LN_108,AG_01,6/13/2025,Switch Off,0
INT_00926,LN_485,AG_02,6/13/2025,Busy,0
INT_00927,LN_397,AG_05,6/14/2025,Busy,0
INT_00928,LN_202,AG_07,6/14/2025,Promise to Pay,15153.35
INT_00929,LN_487,AG_09,6/15/2025,Promise to Pay,0
INT_00930,LN_130,AG_07,6/15/2025,Switch Off,0
INT_00931,LN_71,AG_07,6/15/2025,Answered,6562.61
INT_00932,LN_127,AG_03,6/15/2025,Busy,0
INT_00933,LN_3,AG_06,6/15/2025,Promise to Pay,0
INT_00934,LN_215,AG_06,6/15/2025,Switch Off,0
INT_00935,LN_25,AG_01,6/15/2025,Promise to Pay,0
INT_00936,LN_352,AG_01,6/15/2025,Answered,0
INT_00937,LN_453,AG_07,6/15/2025,Switch Off,0
INT_00938,LN_312,AG_06,6/15/2025,Switch Off,0
INT_00939,LN_87,AG_02,6/15/2025,Promise to Pay,12260.88
INT_00940,LN_379,AG_01,6/15/2025,Answered,0
INT_00941,LN_152,AG_08,6/16/2025,Answered,0
INT_00942,LN_194,AG_10,6/16/2025,Promise to Pay,8991.92
INT_00943,LN_277,AG_01,6/16/2025,Answered,0
INT_00944,LN_83,AG_09,6/17/2025,Busy,0
INT_00945,LN_217,AG_10,6/17/2025,Promise to Pay,19653.04
INT_00946,LN_301,AG_07,6/17/2025,Switch Off,0
INT_00947,LN_26,AG_06,6/17/2025,Answered,0
INT_00948,LN_32,AG_10,6/17/2025,Answered,0
INT_00949,LN_239,AG_03,6/17/2025,Busy,0
INT_00950,LN_27,AG_08,6/18/2025,Busy,0
INT_00951,LN_84,AG_01,6/18/2025,Answered,11903.13
INT_00952,LN_270,AG_03,6/18/2025,Answered,0
INT_00953,LN_38,AG_10,6/18/2025,Answered,9729.91
INT_00954,LN_341,AG_04,6/18/2025,Answered,0
INT_00955,LN_221,AG_08,6/18/2025,Promise to Pay,0
INT_00956,LN_234,AG_08,6/18/2025,Answered,0
INT_00957,LN_68,AG_03,6/18/2025,Promise to Pay,0
INT_00958,LN_72,AG_07,6/19/2025,Promise to Pay,0
INT_00959,LN_204,AG_03,6/19/2025,Busy,0
INT_00960,LN_414,AG_02,6/19/2025,Busy,0
INT_00961,LN_339,AG_09,6/19/2025,Promise to Pay,0
INT_00962,LN_346,AG_10,6/19/2025,Switch Off,0
INT_00963,LN_34,AG_04,6/19/2025,Switch Off,0
INT_00964,LN_274,AG_06,6/20/2025,Switch Off,0
INT_00965,LN_185,AG_02,6/20/2025,Answered,23191.4
INT_00966,LN_312,AG_10,6/20/2025,Answered,0
INT_00967,LN_492,AG_03,6/20/2025,Busy,0
INT_00968,LN_324,AG_03,6/20/2025,Switch Off,0
INT_00969,LN_452,AG_03,6/20/2025,Busy,0
INT_00970,LN_349,AG_03,6/21/2025,Switch Off,0
INT_00971,LN_161,AG_09,6/21/2025,Busy,0
INT_00972,LN_140,AG_07,6/21/2025,Busy,0
INT_00973,LN_319,AG_01,6/22/2025,Answered,0
INT_00974,LN_384,AG_01,6/22/2025,Promise to Pay,0
INT_00975,LN_382,AG_10,6/22/2025,Answered,0
INT_00976,LN_283,AG_07,6/22/2025,Answered,0
INT_00977,LN_172,AG_05,6/23/2025,Switch Off,0
INT_00978,LN_356,AG_04,6/23/2025,Promise to Pay,16563.17
INT_00979,LN_44,AG_10,6/23/2025,Switch Off,0
INT_00980,LN_312,AG_04,6/23/2025,Busy,0
INT_00981,LN_189,AG_09,6/23/2025,Promise to Pay,0
INT_00982,LN_459,AG_09,6/23/2025,Answered,16994.9
INT_00983,LN_290,AG_06,6/24/2025,Promise to Pay,0
INT_00984,LN_62,AG_09,6/24/2025,Answered,9312.3
INT_00985,LN_221,AG_06,6/24/2025,Promise to Pay,24058.85
INT_00986,LN_363,AG_06,6/25/2025,Switch Off,0
INT_00987,LN_482,AG_02,6/25/2025,Answered,19900.26
INT_00988,LN_97,AG_10,6/25/2025,Answered,0
INT_00989,LN_139,AG_05,6/25/2025,Answered,0
INT_00990,LN_166,AG_01,6/25/2025,Answered,7237.61
INT_00991,LN_195,AG_05,6/25/2025,Answered,0
INT_00992,LN_494,AG_05,6/25/2025,Answered,0
INT_00993,LN_166,AG_04,6/25/2025,Busy,0
INT_00994,LN_109,AG_05,6/26/2025,Answered,0
INT_00995,LN_464,AG_10,6/26/2025,Promise to Pay,0
INT_00996,LN_93,AG_01,6/26/2025,Switch Off,0
INT_00997,LN_474,AG_01,6/26/2025,Answered,0
INT_00998,LN_318,AG_06,6/26/2025,Switch Off,0
INT_00999,LN_227,AG_03,6/26/2025,Busy,0
INT_01000,LN_16,AG_06,6/26/2025,Answered,1822.85
INT_01001,LN_28,AG_06,6/27/2025,Promise to Pay,0
INT_01002,LN_227,AG_10,6/27/2025,Answered,0
INT_01003,LN_496,AG_05,6/27/2025,Busy,0
INT_01004,LN_403,AG_02,6/27/2025,Busy,0
INT_01005,LN_471,AG_10,6/27/2025,Switch Off,0
INT_01006,LN_120,AG_02,6/27/2025,Answered,0
INT_01007,LN_35,AG_10,6/27/2025,Answered,0
INT_01008,LN_454,AG_08,6/28/2025,Busy,0
INT_01009,LN_444,AG_07,6/28/2025,Answered,0
INT_01010,LN_234,AG_04,6/28/2025,Answered,2656.26
INT_01011,LN_60,AG_02,6/28/2025,Answered,0
INT_01012,LN_419,AG_02,6/28/2025,Promise to Pay,0
INT_01013,LN_190,AG_02,6/28/2025,Answered,0
INT_01014,LN_500,AG_05,6/28/2025,Busy,0
INT_01015,LN_369,AG_03,6/28/2025,Answered,7827.18
INT_01016,LN_373,AG_05,6/28/2025,Busy,0
INT_01017,LN_59,AG_09,6/28/2025,Promise to Pay,0
INT_01018,LN_403,AG_03,6/29/2025,Promise to Pay,20373.45
INT_01019,LN_272,AG_10,6/29/2025,Promise to Pay,0
INT_01020,LN_192,AG_02,6/29/2025,Answered,0
INT_01021,LN_484,AG_01,6/29/2025,Answered,0
INT_01022,LN_302,AG_08,6/30/2025,Busy,0
INT_01023,LN_460,AG_05,6/30/2025,Answered,0
INT_01024,LN_275,AG_02,6/30/2025,Switch Off,0
INT_01025,LN_56,AG_06,6/30/2025,Busy,0
INT_01026,LN_19,AG_06,6/30/2025,Promise to Pay,0
INT_01027,LN_220,AG_10,6/30/2025,Answered,3534.66
INT_01028,LN_321,AG_08,6/30/2025,Promise to Pay,10823.22
INT_01029,LN_333,AG_02,7/1/2025,Answered,0
INT_01030,LN_245,AG_05,7/1/2025,Busy,0
INT_01031,LN_261,AG_03,7/1/2025,Answered,8431.93
INT_01032,LN_153,AG_03,7/1/2025,Answered,1470.75
INT_01033,LN_386,AG_07,7/1/2025,Switch Off,0
INT_01034,LN_337,AG_09,7/2/2025,Busy,0
INT_01035,LN_322,AG_09,7/2/2025,Answered,17578.34
INT_01036,LN_261,AG_04,7/3/2025,Promise to Pay,24779.84
INT_01037,LN_281,AG_09,7/3/2025,Answered,0
INT_01038,LN_29,AG_03,7/3/2025,Answered,0
INT_01039,LN_123,AG_07,7/3/2025,Switch Off,0
INT_01040,LN_194,AG_09,7/3/2025,Promise to Pay,0
INT_01041,LN_150,AG_10,7/3/2025,Answered,1840.48
INT_01042,LN_260,AG_10,7/3/2025,Answered,0
INT_01043,LN_276,AG_06,7/4/2025,Busy,0
INT_01044,LN_345,AG_04,7/4/2025,Answered,0
INT_01045,LN_364,AG_08,7/4/2025,Switch Off,0
INT_01046,LN_122,AG_02,7/4/2025,Promise to Pay,0
INT_01047,LN_147,AG_01,7/4/2025,Promise to Pay,8509.15
INT_01048,LN_421,AG_10,7/4/2025,Switch Off,0
INT_01049,LN_491,AG_01,7/4/2025,Busy,0
INT_01050,LN_195,AG_07,7/4/2025,Promise to Pay,14145.49
INT_01051,LN_471,AG_08,7/4/2025,Answered,0
INT_01052,LN_22,AG_09,7/4/2025,Answered,8247.64
INT_01053,LN_361,AG_06,7/5/2025,Answered,0
INT_01054,LN_428,AG_03,7/5/2025,Busy,0
INT_01055,LN_313,AG_10,7/5/2025,Promise to Pay,0
INT_01056,LN_46,AG_05,7/5/2025,Busy,0
INT_01057,LN_97,AG_04,7/6/2025,Busy,0
INT_01058,LN_38,AG_10,7/6/2025,Switch Off,0
INT_01059,LN_315,AG_03,7/6/2025,Promise to Pay,0
INT_01060,LN_296,AG_05,7/6/2025,Busy,0
INT_01061,LN_450,AG_03,7/6/2025,Answered,19418.54
INT_01062,LN_487,AG_08,7/6/2025,Switch Off,0
INT_01063,LN_154,AG_04,7/6/2025,Switch Off,0
INT_01064,LN_390,AG_01,7/6/2025,Answered,8447.17
INT_01065,LN_463,AG_01,7/7/2025,Answered,0
INT_01066,LN_166,AG_01,7/7/2025,Answered,0
INT_01067,LN_279,AG_09,7/7/2025,Answered,17310.8
INT_01068,LN_194,AG_04,7/7/2025,Answered,0
INT_01069,LN_500,AG_03,7/7/2025,Switch Off,0
INT_01070,LN_151,AG_05,7/7/2025,Answered,0
INT_01071,LN_224,AG_03,7/7/2025,Busy,0
INT_01072,LN_117,AG_03,7/7/2025,Answered,0
INT_01073,LN_328,AG_03,7/7/2025,Promise to Pay,24517.42
INT_01074,LN_167,AG_04,7/7/2025,Promise to Pay,0
INT_01075,LN_159,AG_06,7/8/2025,Switch Off,0
INT_01076,LN_323,AG_07,7/8/2025,Answered,0
INT_01077,LN_435,AG_02,7/8/2025,Answered,0
INT_01078,LN_342,AG_10,7/8/2025,Switch Off,0
INT_01079,LN_186,AG_02,7/9/2025,Promise to Pay,0
INT_01080,LN_344,AG_07,7/9/2025,Promise to Pay,22581.35
INT_01081,LN_499,AG_03,7/9/2025,Answered,0
INT_01082,LN_72,AG_05,7/9/2025,Answered,0
INT_01083,LN_38,AG_04,7/9/2025,Switch Off,0
INT_01084,LN_489,AG_07,7/10/2025,Busy,0
INT_01085,LN_335,AG_03,7/10/2025,Promise to Pay,19984.74
INT_01086,LN_225,AG_07,7/10/2025,Promise to Pay,15762.41
INT_01087,LN_249,AG_05,7/10/2025,Promise to Pay,0
INT_01088,LN_74,AG_09,7/10/2025,Switch Off,0
INT_01089,LN_483,AG_06,7/11/2025,Answered,0
INT_01090,LN_111,AG_05,7/11/2025,Answered,0
INT_01091,LN_495,AG_09,7/11/2025,Busy,0
INT_01092,LN_481,AG_10,7/11/2025,Answered,0
INT_01093,LN_309,AG_09,7/11/2025,Switch Off,0
INT_01094,LN_118,AG_05,7/11/2025,Answered,0
INT_01095,LN_148,AG_05,7/11/2025,Promise to Pay,0
INT_01096,LN_218,AG_04,7/11/2025,Busy,0
INT_01097,LN_23,AG_02,7/11/2025,Answered,0
INT_01098,LN_260,AG_05,7/12/2025,Switch Off,0
INT_01099,LN_358,AG_07,7/12/2025,Promise to Pay,15276.02
INT_01100,LN_481,AG_02,7/12/2025,Answered,0
INT_01101,LN_370,AG_02,7/12/2025,Promise to Pay,0
INT_01102,LN_275,AG_10,7/12/2025,Answered,0
INT_01103,LN_2,AG_09,7/12/2025,Answered,0
INT_01104,LN_435,AG_05,7/12/2025,Switch Off,0
INT_01105,LN_368,AG_04,7/13/2025,Switch Off,0
INT_01106,LN_459,AG_03,7/13/2025,Answered,0
INT_01107,LN_14,AG_07,7/14/2025,Promise to Pay,0
INT_01108,LN_242,AG_03,7/14/2025,Promise to Pay,0
INT_01109,LN_382,AG_03,7/14/2025,Promise to Pay,7090.83
INT_01110,LN_223,AG_09,7/14/2025,Answered,0
INT_01111,LN_211,AG_02,7/14/2025,Busy,0
INT_01112,LN_101,AG_09,7/14/2025,Switch Off,0
INT_01113,LN_284,AG_06,7/14/2025,Answered,0
INT_01114,LN_448,AG_08,7/14/2025,Promise to Pay,11564.95
INT_01115,LN_421,AG_06,7/14/2025,Switch Off,0
INT_01116,LN_22,AG_03,7/15/2025,Promise to Pay,8870.17
INT_01117,LN_14,AG_06,7/15/2025,Busy,0
INT_01118,LN_20,AG_06,7/15/2025,Promise to Pay,0
INT_01119,LN_497,AG_04,7/15/2025,Answered,0
INT_01120,LN_64,AG_09,7/15/2025,Answered,10183.29
INT_01121,LN_179,AG_01,7/15/2025,Answered,0
INT_01122,LN_115,AG_05,7/15/2025,Answered,0
INT_01123,LN_371,AG_06,7/15/2025,Switch Off,0
INT_01124,LN_120,AG_09,7/15/2025,Busy,0
INT_01125,LN_473,AG_03,7/15/2025,Busy,0
INT_01126,LN_266,AG_08,7/16/2025,Switch Off,0
INT_01127,LN_302,AG_02,7/16/2025,Answered,0
INT_01128,LN_146,AG_06,7/16/2025,Answered,0
INT_01129,LN_294,AG_04,7/16/2025,Switch Off,0
INT_01130,LN_340,AG_10,7/16/2025,Answered,0
INT_01131,LN_161,AG_07,7/16/2025,Answered,1016.05
INT_01132,LN_443,AG_06,7/17/2025,Answered,11469.45
INT_01133,LN_63,AG_05,7/17/2025,Switch Off,0
INT_01134,LN_491,AG_10,7/17/2025,Promise to Pay,0
INT_01135,LN_430,AG_01,7/17/2025,Busy,0
INT_01136,LN_18,AG_02,7/17/2025,Answered,0
INT_01137,LN_25,AG_09,7/17/2025,Busy,0
INT_01138,LN_136,AG_08,7/17/2025,Answered,0
INT_01139,LN_482,AG_07,7/18/2025,Busy,0
INT_01140,LN_404,AG_03,7/18/2025,Answered,0
INT_01141,LN_439,AG_03,7/18/2025,Promise to Pay,0
INT_01142,LN_393,AG_02,7/18/2025,Answered,24907.97
INT_01143,LN_298,AG_05,7/18/2025,Busy,0
INT_01144,LN_186,AG_04,7/19/2025,Promise to Pay,0
INT_01145,LN_413,AG_01,7/19/2025,Answered,0
INT_01146,LN_459,AG_02,7/19/2025,Switch Off,0
INT_01147,LN_232,AG_05,7/19/2025,Switch Off,0
INT_01148,LN_451,AG_10,7/19/2025,Busy,0
INT_01149,LN_458,AG_07,7/20/2025,Switch Off,0
INT_01150,LN_459,AG_08,7/20/2025,Answered,0
INT_01151,LN_160,AG_01,7/20/2025,Answered,0
INT_01152,LN_171,AG_03,7/20/2025,Busy,0
INT_01153,LN_442,AG_01,7/21/2025,Busy,0
INT_01154,LN_448,AG_03,7/21/2025,Switch Off,0
INT_01155,LN_139,AG_06,7/21/2025,Busy,0
INT_01156,LN_161,AG_04,7/21/2025,Promise to Pay,0
INT_01157,LN_405,AG_10,7/22/2025,Busy,0
INT_01158,LN_90,AG_08,7/22/2025,Promise to Pay,0
INT_01159,LN_405,AG_04,7/22/2025,Busy,0
INT_01160,LN_435,AG_05,7/22/2025,Answered,2535.46
INT_01161,LN_296,AG_04,7/22/2025,Promise to Pay,0
INT_01162,LN_458,AG_03,7/22/2025,Switch Off,0
INT_01163,LN_480,AG_03,7/22/2025,Switch Off,0
INT_01164,LN_113,AG_09,7/23/2025,Switch Off,0
INT_01165,LN_106,AG_08,7/23/2025,Answered,0
INT_01166,LN_112,AG_03,7/23/2025,Promise to Pay,0
INT_01167,LN_335,AG_05,7/23/2025,Busy,0
INT_01168,LN_51,AG_03,7/23/2025,Promise to Pay,0
INT_01169,LN_158,AG_03,7/23/2025,Answered,0
INT_01170,LN_363,AG_07,7/24/2025,Answered,3368.77
INT_01171,LN_163,AG_08,7/24/2025,Answered,0
INT_01172,LN_146,AG_06,7/24/2025,Promise to Pay,0
INT_01173,LN_272,AG_01,7/24/2025,Busy,0
INT_01174,LN_399,AG_01,7/24/2025,Busy,0
INT_01175,LN_272,AG_07,7/24/2025,Answered,0
INT_01176,LN_207,AG_06,7/25/2025,Busy,0
INT_01177,LN_14,AG_07,7/25/2025,Promise to Pay,0
INT_01178,LN_155,AG_07,7/25/2025,Promise to Pay,0
INT_01179,LN_48,AG_08,7/25/2025,Answered,23257.52
INT_01180,LN_276,AG_06,7/26/2025,Answered,9604.35
INT_01181,LN_357,AG_07,7/26/2025,Switch Off,0
INT_01182,LN_165,AG_09,7/26/2025,Answered,0
INT_01183,LN_351,AG_07,7/27/2025,Answered,15635.4
INT_01184,LN_261,AG_01,7/27/2025,Answered,0
INT_01185,LN_192,AG_06,7/27/2025,Promise to Pay,0
INT_01186,LN_68,AG_01,7/27/2025,Answered,2079.1
INT_01187,LN_67,AG_04,7/27/2025,Answered,0
INT_01188,LN_360,AG_09,7/28/2025,Switch Off,0
INT_01189,LN_311,AG_09,7/28/2025,Switch Off,0
INT_01190,LN_379,AG_01,7/28/2025,Busy,0
INT_01191,LN_162,AG_07,7/28/2025,Promise to Pay,0
INT_01192,LN_271,AG_05,7/29/2025,Busy,0
INT_01193,LN_475,AG_04,7/29/2025,Answered,0
INT_01194,LN_57,AG_10,7/29/2025,Switch Off,0
INT_01195,LN_345,AG_04,7/29/2025,Answered,0
INT_01196,LN_151,AG_09,7/29/2025,Switch Off,0
INT_01197,LN_329,AG_05,7/29/2025,Switch Off,0
INT_01198,LN_167,AG_05,7/29/2025,Answered,0
INT_01199,LN_395,AG_05,7/30/2025,Answered,0
INT_01200,LN_202,AG_09,7/30/2025,Switch Off,0
INT_01201,LN_1,AG_07,7/30/2025,Busy,0
INT_01202,LN_211,AG_04,7/30/2025,Answered,0
INT_01203,LN_248,AG_03,7/31/2025,Busy,0
INT_01204,LN_28,AG_05,7/31/2025,Answered,0
INT_01205,LN_261,AG_08,7/31/2025,Busy,0
INT_01206,LN_253,AG_04,7/31/2025,Answered,0
INT_01207,LN_3,AG_09,7/31/2025,Answered,0
INT_01208,LN_456,AG_05,7/31/2025,Answered,0
INT_01209,LN_103,AG_07,7/31/2025,Answered,0
INT_01210,LN_188,AG_06,8/1/2025,Promise to Pay,0
INT_01211,LN_415,AG_01,8/1/2025,Answered,23128.93
INT_01212,LN_84,AG_02,8/1/2025,Promise to Pay,4942.71
INT_01213,LN_107,AG_05,8/2/2025,Switch Off,0
INT_01214,LN_159,AG_08,8/2/2025,Switch Off,0
INT_01215,LN_442,AG_09,8/2/2025,Promise to Pay,22987.86
INT_01216,LN_438,AG_05,8/2/2025,Busy,0
INT_01217,LN_225,AG_08,8/2/2025,Busy,0
INT_01218,LN_409,AG_02,8/2/2025,Answered,0
INT_01219,LN_432,AG_03,8/2/2025,Promise to Pay,0
INT_01220,LN_222,AG_07,8/2/2025,Answered,0
INT_01221,LN_338,AG_06,8/3/2025,Promise to Pay,3450.15
INT_01222,LN_289,AG_05,8/3/2025,Busy,0
INT_01223,LN_300,AG_03,8/3/2025,Answered,12452.62
INT_01224,LN_80,AG_01,8/3/2025,Answered,0
INT_01225,LN_74,AG_09,8/3/2025,Switch Off,0
INT_01226,LN_260,AG_07,8/3/2025,Answered,0
INT_01227,LN_110,AG_10,8/3/2025,Answered,3332.53
INT_01228,LN_155,AG_03,8/3/2025,Answered,5419.66
INT_01229,LN_338,AG_03,8/4/2025,Switch Off,0
INT_01230,LN_277,AG_02,8/4/2025,Answered,0
INT_01231,LN_123,AG_07,8/5/2025,Switch Off,0
INT_01232,LN_160,AG_07,8/5/2025,Switch Off,0
INT_01233,LN_362,AG_06,8/5/2025,Busy,0
INT_01234,LN_103,AG_06,8/5/2025,Answered,16917.95
INT_01235,LN_333,AG_09,8/5/2025,Promise to Pay,0
INT_01236,LN_36,AG_07,8/5/2025,Busy,0
INT_01237,LN_27,AG_08,8/5/2025,Promise to Pay,0
INT_01238,LN_268,AG_04,8/5/2025,Answered,12201.27
INT_01239,LN_456,AG_02,8/5/2025,Promise to Pay,0
INT_01240,LN_318,AG_07,8/5/2025,Busy,0
INT_01241,LN_198,AG_08,8/6/2025,Answered,0
INT_01242,LN_238,AG_04,8/6/2025,Answered,0
INT_01243,LN_272,AG_07,8/6/2025,Promise to Pay,0
INT_01244,LN_345,AG_02,8/6/2025,Answered,0
INT_01245,LN_153,AG_03,8/6/2025,Answered,0
INT_01246,LN_173,AG_06,8/6/2025,Answered,0
INT_01247,LN_470,AG_06,8/6/2025,Answered,0
INT_01248,LN_162,AG_07,8/7/2025,Answered,1702.51
INT_01249,LN_33,AG_01,8/7/2025,Answered,0
INT_01250,LN_242,AG_10,8/7/2025,Answered,0
INT_01251,LN_380,AG_07,8/7/2025,Switch Off,0
INT_01252,LN_317,AG_09,8/7/2025,Answered,0
INT_01253,LN_313,AG_01,8/7/2025,Answered,15859.03
INT_01254,LN_284,AG_06,8/7/2025,Busy,0
INT_01255,LN_181,AG_09,8/8/2025,Busy,0
INT_01256,LN_282,AG_10,8/8/2025,Switch Off,0
INT_01257,LN_420,AG_07,8/8/2025,Busy,0
INT_01258,LN_111,AG_10,8/8/2025,Busy,0
INT_01259,LN_420,AG_07,8/8/2025,Answered,0
INT_01260,LN_380,AG_01,8/9/2025,Switch Off,0
INT_01261,LN_158,AG_04,8/9/2025,Switch Off,0
INT_01262,LN_178,AG_03,8/9/2025,Switch Off,0
INT_01263,LN_466,AG_05,8/9/2025,Promise to Pay,0
INT_01264,LN_437,AG_01,8/9/2025,Answered,0
INT_01265,LN_280,AG_05,8/10/2025,Busy,0
INT_01266,LN_103,AG_08,8/10/2025,Switch Off,0
INT_01267,LN_387,AG_05,8/10/2025,Switch Off,0
INT_01268,LN_207,AG_04,8/10/2025,Answered,0
INT_01269,LN_308,AG_07,8/10/2025,Promise to Pay,20656.58
INT_01270,LN_438,AG_08,8/10/2025,Answered,0
INT_01271,LN_464,AG_08,8/10/2025,Promise to Pay,1965.68
INT_01272,LN_146,AG_01,8/10/2025,Busy,0
INT_01273,LN_412,AG_04,8/11/2025,Promise to Pay,0
INT_01274,LN_302,AG_08,8/11/2025,Switch Off,0
INT_01275,LN_260,AG_10,8/11/2025,Promise to Pay,0
INT_01276,LN_411,AG_03,8/11/2025,Answered,0
INT_01277,LN_332,AG_02,8/11/2025,Answered,0
INT_01278,LN_181,AG_04,8/11/2025,Promise to Pay,15792.08
INT_01279,LN_1,AG_03,8/11/2025,Answered,0
INT_01280,LN_383,AG_06,8/12/2025,Answered,0
INT_01281,LN_56,AG_08,8/12/2025,Promise to Pay,0
INT_01282,LN_231,AG_10,8/12/2025,Answered,0
INT_01283,LN_196,AG_03,8/12/2025,Switch Off,0
INT_01284,LN_372,AG_03,8/12/2025,Answered,7225.83
INT_01285,LN_14,AG_06,8/13/2025,Answered,0
INT_01286,LN_476,AG_01,8/13/2025,Busy,0
INT_01287,LN_193,AG_08,8/13/2025,Answered,14137.57
INT_01288,LN_348,AG_01,8/13/2025,Switch Off,0
INT_01289,LN_61,AG_10,8/13/2025,Promise to Pay,12882.32
INT_01290,LN_363,AG_05,8/13/2025,Switch Off,0
INT_01291,LN_487,AG_03,8/13/2025,Switch Off,0
INT_01292,LN_196,AG_04,8/14/2025,Promise to Pay,0
INT_01293,LN_276,AG_01,8/14/2025,Answered,0
INT_01294,LN_129,AG_07,8/14/2025,Answered,0
INT_01295,LN_346,AG_08,8/14/2025,Promise to Pay,23550.46
INT_01296,LN_273,AG_10,8/14/2025,Busy,0
INT_01297,LN_457,AG_03,8/15/2025,Answered,0
INT_01298,LN_224,AG_01,8/15/2025,Promise to Pay,1790.9
INT_01299,LN_276,AG_02,8/15/2025,Promise to Pay,0
INT_01300,LN_320,AG_02,8/15/2025,Answered,0
INT_01301,LN_73,AG_08,8/15/2025,Answered,0
INT_01302,LN_134,AG_04,8/16/2025,Switch Off,0
INT_01303,LN_257,AG_08,8/16/2025,Busy,0
INT_01304,LN_115,AG_01,8/16/2025,Answered,0
INT_01305,LN_107,AG_05,8/16/2025,Answered,0
INT_01306,LN_361,AG_07,8/16/2025,Switch Off,0
INT_01307,LN_24,AG_09,8/16/2025,Switch Off,0
INT_01308,LN_203,AG_04,8/16/2025,Busy,0
INT_01309,LN_411,AG_06,8/16/2025,Promise to Pay,11425.56
INT_01310,LN_237,AG_01,8/16/2025,Switch Off,0
INT_01311,LN_184,AG_05,8/16/2025,Answered,0
INT_01312,LN_122,AG_03,8/17/2025,Busy,0
INT_01313,LN_386,AG_06,8/17/2025,Answered,0
INT_01314,LN_348,AG_06,8/17/2025,Promise to Pay,0
INT_01315,LN_227,AG_09,8/17/2025,Busy,0
INT_01316,LN_446,AG_01,8/17/2025,Switch Off,0
INT_01317,LN_260,AG_09,8/17/2025,Answered,0
INT_01318,LN_116,AG_02,8/17/2025,Busy,0
INT_01319,LN_136,AG_05,8/17/2025,Switch Off,0
INT_01320,LN_228,AG_06,8/18/2025,Answered,0
INT_01321,LN_231,AG_03,8/18/2025,Switch Off,0
INT_01322,LN_96,AG_02,8/18/2025,Busy,0
INT_01323,LN_251,AG_03,8/18/2025,Promise to Pay,0
INT_01324,LN_467,AG_04,8/19/2025,Busy,0
INT_01325,LN_85,AG_02,8/19/2025,Switch Off,0
INT_01326,LN_59,AG_07,8/19/2025,Promise to Pay,0
INT_01327,LN_348,AG_06,8/19/2025,Answered,0
INT_01328,LN_451,AG_06,8/19/2025,Promise to Pay,19844.57
INT_01329,LN_11,AG_05,8/20/2025,Promise to Pay,0
INT_01330,LN_359,AG_09,8/20/2025,Answered,19204.29
INT_01331,LN_142,AG_09,8/20/2025,Promise to Pay,0
INT_01332,LN_467,AG_04,8/20/2025,Busy,0
INT_01333,LN_494,AG_09,8/20/2025,Busy,0
INT_01334,LN_310,AG_02,8/21/2025,Promise to Pay,0
INT_01335,LN_232,AG_09,8/21/2025,Promise to Pay,8736.57
INT_01336,LN_351,AG_06,8/21/2025,Busy,0
INT_01337,LN_45,AG_01,8/22/2025,Answered,0
INT_01338,LN_222,AG_08,8/22/2025,Switch Off,0
INT_01339,LN_185,AG_02,8/23/2025,Switch Off,0
INT_01340,LN_313,AG_06,8/23/2025,Answered,20655.14
INT_01341,LN_276,AG_08,8/23/2025,Busy,0
INT_01342,LN_178,AG_10,8/23/2025,Busy,0
INT_01343,LN_401,AG_06,8/23/2025,Busy,0
INT_01344,LN_93,AG_09,8/23/2025,Busy,0
INT_01345,LN_299,AG_09,8/24/2025,Busy,0
INT_01346,LN_286,AG_06,8/24/2025,Answered,4512.45
INT_01347,LN_261,AG_02,8/25/2025,Busy,0
INT_01348,LN_199,AG_01,8/25/2025,Answered,2181.83
INT_01349,LN_292,AG_10,8/25/2025,Promise to Pay,9410.84
INT_01350,LN_58,AG_03,8/25/2025,Promise to Pay,0
INT_01351,LN_242,AG_06,8/26/2025,Promise to Pay,0
INT_01352,LN_33,AG_01,8/26/2025,Answered,0
INT_01353,LN_466,AG_01,8/26/2025,Busy,0
INT_01354,LN_226,AG_02,8/26/2025,Busy,0
INT_01355,LN_117,AG_07,8/26/2025,Answered,0
INT_01356,LN_138,AG_03,8/26/2025,Promise to Pay,3594.97
INT_01357,LN_424,AG_04,8/26/2025,Promise to Pay,2770.8
INT_01358,LN_176,AG_10,8/26/2025,Answered,0
INT_01359,LN_350,AG_09,8/26/2025,Busy,0
INT_01360,LN_432,AG_02,8/27/2025,Promise to Pay,0
